"store_code","datetime","staff_id","register_number","product_code","quantity","payment_method","customer_segment_code","customer_segment_name"
"RG-5","2024-09-03T04:16:29.027Z","4","5","31","3","1","4","自己投資志向層"
"RG-5","2024-07-07T05:01:09.871Z","8","1","37","1","2","A5","ウェルネス志向層"
"RG-5","2025-03-17T13:07:58.451Z","9","2","35","5","1","4","自己投資志向層"
"RG-5","2025-03-28T11:04:49.711Z","5","3","36","3","2","3","コスパ重視層"
"RG-5","2024-08-01T17:26:56.035Z","6","1","36","5","1","1","ライフスタイル充実層"
"RG-5","2024-05-10T23:01:24.192Z","1","2","28","1","2","4","自己投資志向層"
"RG-5","2025-07-26T18:21:16.979Z","9","2","32","4","1","4","自己投資志向層"
"RG-5","2024-10-26T17:31:47.506Z","7","5","33","1","1","4","自己投資志向層"
"RG-5","2024-08-25T03:27:36.249Z","7","2","39","5","2","3","コスパ重視層"
"RG-5","2024-05-18T09:06:53.945Z","9","2","38","2","2","1","ライフスタイル充実層"
"RG-5","2025-02-14T18:26:00.288Z","10","1","39","1","3","4","自己投資志向層"
"RG-5","2024-01-12T17:56:52.106Z","3","5","29","5","1","A5","ウェルネス志向層"
"RG-5","2024-11-24T09:38:40.731Z","10","3","29","5","3","A5","ウェルネス志向層"
"RG-5","2025-08-03T06:35:38.205Z","1","1","34","5","1","3","コスパ重視層"
"RG-5","2025-01-15T10:59:04.859Z","7","2","31","5","1","A5","ウェルネス志向層"
"RG-5","2025-05-14T19:34:53.276Z","7","3","32","1","2","4","自己投資志向層"
"RG-5","2025-06-22T15:03:23.056Z","7","3","30","3","3","1","ライフスタイル充実層"
"RG-5","2025-12-28T06:17:36.882Z","1","4","38","1","2","1","ライフスタイル充実層"
"RG-5","2025-04-20T14:31:17.457Z","4","2","32","2","3","A5","ウェルネス志向層"
"RG-5","2025-04-15T22:54:41.432Z","5","4","34","4","1","1","ライフスタイル充実層"
"RG-5","2024-04-17T10:18:53.463Z","9","4","29","5","1","4","自己投資志向層"
"RG-5","2025-04-10T07:29:40.995Z","1","4","32","5","2","4","自己投資志向層"
"RG-5","2024-03-31T03:43:52.137Z","4","3","35","4","3","1","ライフスタイル充実層"
"RG-5","2025-04-08T03:30:36.266Z","7","2","35","5","2","4","自己投資志向層"
"RG-5","2024-03-04T21:47:31.051Z","9","3","36","1","1","1","ライフスタイル充実層"
"RG-5","2025-05-23T05:59:46.107Z","1","3","39","5","1","A5","ウェルネス志向層"
"RG-5","2025-05-24T09:53:30.750Z","2","1","39","1","2","1","ライフスタイル充実層"
"RG-5","2024-08-08T10:15:08.074Z","4","1","29","2","1","A5","ウェルネス志向層"
"RG-5","2025-05-17T22:21:39.364Z","4","5","38","2","1","1","ライフスタイル充実層"
"RG-5","2025-12-10T07:55:22.425Z","5","2","39","4","3","2","ファミリーサポート層"
"RG-5","2024-08-28T21:10:30.841Z","10","4","30","5","3","2","ファミリーサポート層"
"RG-5","2025-06-26T01:40:02.998Z","7","2","32","2","2","3","コスパ重視層"
"RG-5","2024-11-11T04:50:28.854Z","3","2","29","3","3","1","ライフスタイル充実層"
"RG-5","2024-05-17T14:35:31.521Z","9","3","36","2","3","4","自己投資志向層"
"RG-5","2025-02-18T03:58:14.369Z","3","1","37","3","3","A5","ウェルネス志向層"
"RG-5","2025-08-27T19:37:39.302Z","4","4","37","4","2","1","ライフスタイル充実層"
"RG-5","2024-08-11T11:35:07.813Z","2","4","29","4","3","2","ファミリーサポート層"
"RG-5","2025-05-19T01:03:58.645Z","1","4","37","1","1","3","コスパ重視層"
"RG-5","2025-08-01T07:14:09.532Z","2","4","30","1","3","A5","ウェルネス志向層"
"RG-5","2024-03-27T19:30:40.103Z","9","5","36","2","2","2","ファミリーサポート層"
"RG-5","2025-10-31T09:19:27.799Z","2","5","36","2","3","1","ライフスタイル充実層"
"RG-5","2025-12-13T12:03:33.626Z","9","5","31","1","1","2","ファミリーサポート層"
"RG-5","2025-08-10T17:54:19.952Z","4","3","38","1","1","1","ライフスタイル充実層"
"RG-5","2024-08-11T19:46:01.660Z","8","5","30","4","3","1","ライフスタイル充実層"
"RG-5","2025-12-31T10:52:33.908Z","2","3","29","5","2","4","自己投資志向層"
"RG-5","2024-03-02T19:32:51.465Z","2","5","29","3","2","3","コスパ重視層"
"RG-5","2025-07-21T09:27:24.016Z","7","5","36","4","1","A5","ウェルネス志向層"
"RG-5","2025-09-25T01:17:14.742Z","2","3","31","1","1","2","ファミリーサポート層"
"RG-5","2025-07-10T07:54:30.508Z","5","2","38","4","1","3","コスパ重視層"
"RG-5","2025-05-05T12:47:50.520Z","4","1","36","5","3","4","自己投資志向層"
"RG-5","2025-12-19T09:19:21.686Z","10","3","30","2","3","4","自己投資志向層"
"RG-5","2025-04-30T21:25:20.132Z","2","5","33","3","2","2","ファミリーサポート層"
"RG-5","2024-10-22T09:15:58.320Z","4","4","34","2","2","2","ファミリーサポート層"
"RG-5","2024-02-20T13:13:48.180Z","9","2","32","2","2","A5","ウェルネス志向層"
"RG-5","2025-12-30T08:39:33.377Z","2","2","29","4","1","A5","ウェルネス志向層"
"RG-5","2024-07-04T03:55:55.709Z","6","4","39","2","1","3","コスパ重視層"
"RG-5","2025-05-30T12:38:04.517Z","10","3","39","1","2","A5","ウェルネス志向層"
"RG-5","2025-01-24T18:09:32.895Z","6","2","29","5","3","2","ファミリーサポート層"
"RG-5","2025-12-29T04:14:22.320Z","8","5","34","2","1","A5","ウェルネス志向層"
"RG-5","2024-02-03T05:57:14.588Z","4","4","36","5","1","4","自己投資志向層"
"RG-5","2024-10-26T06:06:15.163Z","6","5","38","2","2","A5","ウェルネス志向層"
"RG-5","2025-11-25T10:15:43.877Z","7","4","30","5","3","2","ファミリーサポート層"
"RG-5","2024-08-10T06:49:12.728Z","2","1","31","1","3","1","ライフスタイル充実層"
"RG-5","2025-11-18T19:30:08.629Z","4","5","31","1","2","4","自己投資志向層"
"RG-5","2025-11-10T00:09:51.485Z","6","4","29","2","2","1","ライフスタイル充実層"
"RG-5","2024-11-29T19:55:02.533Z","7","4","35","4","1","2","ファミリーサポート層"
"RG-5","2025-03-08T04:59:07.810Z","5","5","36","2","3","4","自己投資志向層"
"RG-5","2024-01-09T00:51:40.477Z","3","2","38","3","3","3","コスパ重視層"
"RG-5","2025-04-12T21:07:25.372Z","7","2","32","1","1","A5","ウェルネス志向層"
"RG-5","2025-09-20T02:32:14.931Z","4","4","32","1","3","3","コスパ重視層"
"RG-5","2025-02-04T00:33:06.066Z","10","5","33","1","3","2","ファミリーサポート層"
"RG-5","2025-07-21T07:21:57.483Z","2","4","28","3","2","4","自己投資志向層"
"RG-5","2024-03-20T02:34:33.109Z","10","1","36","1","1","A5","ウェルネス志向層"
"RG-5","2024-12-13T12:16:55.238Z","6","4","37","4","1","1","ライフスタイル充実層"
"RG-5","2025-08-10T16:01:55.599Z","5","2","38","5","3","1","ライフスタイル充実層"
"RG-5","2025-03-08T19:22:58.247Z","6","4","31","1","3","3","コスパ重視層"
"RG-5","2025-12-05T02:06:03.541Z","7","2","34","2","3","1","ライフスタイル充実層"
"RG-5","2025-01-21T03:00:10.551Z","10","2","30","1","3","2","ファミリーサポート層"
"RG-5","2024-10-12T22:27:59.208Z","7","5","30","4","1","4","自己投資志向層"
"RG-5","2024-08-06T23:38:27.147Z","3","2","28","4","3","1","ライフスタイル充実層"
"RG-5","2024-01-16T09:33:35.540Z","5","1","30","1","2","2","ファミリーサポート層"
"RG-5","2024-11-14T12:38:36.881Z","9","4","34","3","2","4","自己投資志向層"
"RG-5","2025-09-15T11:38:51.730Z","5","1","33","4","2","1","ライフスタイル充実層"
"RG-5","2025-08-18T03:44:09.299Z","1","3","35","4","2","2","ファミリーサポート層"
"RG-5","2024-12-29T12:37:16.567Z","6","4","39","1","1","A5","ウェルネス志向層"
"RG-5","2025-08-11T16:16:05.381Z","3","3","36","2","1","1","ライフスタイル充実層"
"RG-5","2025-03-24T21:16:35.831Z","9","1","39","2","1","1","ライフスタイル充実層"
"RG-5","2024-09-19T04:20:05.595Z","9","1","35","5","3","4","自己投資志向層"
"RG-5","2024-05-22T18:23:43.635Z","2","4","36","1","2","4","自己投資志向層"
"RG-5","2024-03-15T22:31:46.617Z","2","5","39","1","3","4","自己投資志向層"
"RG-5","2024-04-25T14:54:51.746Z","2","1","37","1","2","4","自己投資志向層"
"RG-5","2025-01-17T21:50:01.549Z","8","1","37","1","3","4","自己投資志向層"
"RG-5","2024-02-01T12:19:50.169Z","6","2","37","5","1","4","自己投資志向層"
"RG-5","2025-06-14T22:21:12.406Z","5","2","37","5","2","1","ライフスタイル充実層"
"RG-5","2024-01-17T18:47:25.953Z","3","2","30","3","2","A5","ウェルネス志向層"
"RG-5","2025-11-07T00:00:18.040Z","6","1","31","5","3","3","コスパ重視層"
"RG-5","2025-11-15T20:34:31.174Z","4","1","30","5","3","2","ファミリーサポート層"
"RG-5","2024-05-08T02:20:47.820Z","3","5","35","1","2","4","自己投資志向層"
"RG-5","2024-01-26T05:39:34.292Z","9","1","38","5","1","1","ライフスタイル充実層"
"RG-5","2024-10-03T09:39:31.688Z","9","5","32","2","1","1","ライフスタイル充実層"
"RG-5","2025-04-05T15:48:46.605Z","4","5","33","2","1","3","コスパ重視層"
"RG-5","2025-11-02T07:29:41.572Z","1","5","29","3","1","1","ライフスタイル充実層"
"RG-5","2024-11-28T12:25:06.842Z","9","3","38","2","3","4","自己投資志向層"
"RG-5","2024-01-09T19:03:32.452Z","8","1","28","3","2","1","ライフスタイル充実層"
"RG-5","2025-12-19T02:17:39.730Z","9","3","37","4","1","2","ファミリーサポート層"
"RG-5","2024-07-19T17:18:53.712Z","10","1","30","2","1","A5","ウェルネス志向層"
"RG-5","2025-02-26T09:59:18.802Z","1","3","31","4","2","A5","ウェルネス志向層"
"RG-5","2025-04-24T11:05:16.890Z","5","1","39","1","3","2","ファミリーサポート層"
"RG-5","2024-02-01T11:28:16.209Z","8","1","35","3","3","4","自己投資志向層"
"RG-5","2025-12-22T05:37:26.903Z","1","2","34","3","1","1","ライフスタイル充実層"
"RG-5","2025-12-25T04:43:57.014Z","4","3","38","1","2","3","コスパ重視層"
"RG-5","2025-07-28T20:47:43.209Z","10","1","32","4","1","3","コスパ重視層"
"RG-5","2025-12-28T10:03:02.147Z","6","2","33","4","3","1","ライフスタイル充実層"
"RG-5","2024-10-21T06:31:07.543Z","3","1","29","4","2","3","コスパ重視層"
"RG-5","2025-07-19T06:08:18.367Z","1","5","38","3","3","2","ファミリーサポート層"
"RG-5","2025-06-26T08:42:21.751Z","2","5","39","3","2","3","コスパ重視層"
"RG-5","2024-05-06T16:02:38.260Z","3","2","30","2","2","1","ライフスタイル充実層"
"RG-5","2025-03-04T03:33:37.452Z","8","1","35","4","1","A5","ウェルネス志向層"
"RG-5","2024-02-14T06:25:37.403Z","7","4","39","3","1","1","ライフスタイル充実層"
"RG-5","2025-03-27T08:32:59.161Z","4","1","28","1","1","2","ファミリーサポート層"
"RG-5","2025-03-11T01:10:51.642Z","9","2","37","3","1","3","コスパ重視層"
"RG-5","2025-12-14T17:36:57.838Z","3","1","28","3","1","A5","ウェルネス志向層"
"RG-5","2024-04-09T02:26:46.568Z","3","3","32","3","3","3","コスパ重視層"
"RG-5","2024-10-17T08:01:17.152Z","4","4","39","1","1","2","ファミリーサポート層"
"RG-5","2025-02-18T03:48:44.321Z","7","1","28","2","3","3","コスパ重視層"
"RG-5","2024-04-20T16:33:02.155Z","8","1","34","5","2","A5","ウェルネス志向層"
"RG-5","2024-02-18T04:58:18.320Z","10","3","34","3","2","A5","ウェルネス志向層"
"RG-5","2025-12-11T13:49:53.012Z","2","2","31","3","1","1","ライフスタイル充実層"
"RG-5","2024-06-23T08:01:52.362Z","6","3","39","1","2","1","ライフスタイル充実層"
"RG-5","2025-02-28T04:40:40.102Z","5","3","39","3","3","4","自己投資志向層"
"RG-5","2025-12-15T05:09:56.836Z","7","3","34","4","2","2","ファミリーサポート層"
"RG-5","2025-10-11T15:16:39.336Z","5","5","34","3","2","A5","ウェルネス志向層"
"RG-5","2024-01-15T12:44:58.998Z","3","2","37","4","2","3","コスパ重視層"
"RG-5","2025-12-23T00:59:15.040Z","10","5","28","3","2","1","ライフスタイル充実層"
"RG-5","2025-05-12T23:14:26.253Z","8","1","30","4","2","2","ファミリーサポート層"
"RG-5","2024-05-07T06:08:22.546Z","6","4","36","5","2","1","ライフスタイル充実層"
"RG-5","2024-05-20T02:03:32.466Z","7","4","36","5","3","3","コスパ重視層"
"RG-5","2025-07-22T14:29:40.133Z","7","3","39","2","3","1","ライフスタイル充実層"
"RG-5","2024-03-19T14:06:56.456Z","1","1","28","4","3","4","自己投資志向層"
"RG-5","2024-01-31T09:59:34.612Z","4","2","34","4","3","A5","ウェルネス志向層"
"RG-5","2025-07-25T02:30:52.125Z","4","2","34","2","2","2","ファミリーサポート層"
"RG-5","2024-06-15T20:29:57.050Z","10","3","28","5","1","4","自己投資志向層"
"RG-5","2024-11-29T21:07:08.990Z","1","1","28","4","3","A5","ウェルネス志向層"
"RG-5","2025-06-13T13:41:11.432Z","3","5","32","5","2","1","ライフスタイル充実層"
"RG-5","2024-06-15T20:32:51.610Z","2","1","30","4","1","4","自己投資志向層"
"RG-5","2025-04-12T12:21:01.610Z","6","5","37","1","3","4","自己投資志向層"
"RG-5","2024-08-29T15:26:30.840Z","8","1","28","4","2","3","コスパ重視層"
"RG-5","2024-04-02T23:20:11.096Z","5","4","32","4","1","1","ライフスタイル充実層"
"RG-5","2024-09-01T19:05:16.066Z","5","3","33","2","2","1","ライフスタイル充実層"
"RG-5","2025-09-30T16:09:23.750Z","2","1","34","1","2","3","コスパ重視層"
"RG-5","2024-05-08T02:33:55.308Z","3","3","36","1","1","1","ライフスタイル充実層"
"RG-5","2024-11-12T12:21:14.482Z","2","2","38","5","1","3","コスパ重視層"
"RG-5","2025-10-26T02:02:25.487Z","5","3","36","3","1","2","ファミリーサポート層"
"RG-5","2024-04-06T09:03:53.297Z","10","5","35","5","1","1","ライフスタイル充実層"
"RG-5","2025-07-11T13:29:13.298Z","10","2","38","2","2","3","コスパ重視層"
"RG-5","2025-05-07T02:40:56.444Z","2","3","34","3","3","4","自己投資志向層"
"RG-5","2025-09-20T11:41:32.506Z","6","5","28","4","3","A5","ウェルネス志向層"
"RG-5","2024-11-04T03:52:34.085Z","8","3","33","4","2","4","自己投資志向層"
"RG-5","2024-09-22T11:00:25.258Z","1","4","32","4","3","A5","ウェルネス志向層"
"RG-5","2025-04-13T23:07:10.164Z","9","3","34","4","2","1","ライフスタイル充実層"
"RG-5","2025-09-05T15:21:28.325Z","7","3","28","2","3","3","コスパ重視層"
"RG-5","2025-11-16T17:17:00.232Z","8","4","32","4","3","3","コスパ重視層"
"RG-5","2024-10-30T12:29:35.189Z","2","2","28","5","2","3","コスパ重視層"
"RG-5","2025-09-13T08:31:08.959Z","5","3","34","4","1","A5","ウェルネス志向層"
"RG-5","2025-02-11T03:25:07.182Z","4","3","33","3","2","4","自己投資志向層"
"RG-5","2025-04-29T20:26:04.102Z","4","4","38","3","3","A5","ウェルネス志向層"
"RG-5","2025-07-02T23:12:09.170Z","2","5","34","4","2","2","ファミリーサポート層"
"RG-5","2025-06-25T06:04:00.238Z","3","2","33","5","3","1","ライフスタイル充実層"
"RG-5","2025-04-10T12:15:55.335Z","7","1","31","4","1","3","コスパ重視層"
"RG-5","2024-11-24T12:47:30.113Z","7","5","31","1","1","4","自己投資志向層"
"RG-5","2025-11-08T10:11:20.518Z","2","5","32","4","2","2","ファミリーサポート層"
"RG-5","2024-04-30T08:42:40.133Z","3","1","35","3","2","3","コスパ重視層"
"RG-5","2025-03-25T08:33:47.822Z","5","3","37","4","2","1","ライフスタイル充実層"
"RG-5","2024-03-04T23:43:42.691Z","1","4","37","2","2","4","自己投資志向層"
"RG-5","2024-08-03T01:59:02.389Z","5","1","31","4","1","A5","ウェルネス志向層"
"RG-5","2024-04-25T01:53:32.026Z","8","1","30","4","3","A5","ウェルネス志向層"
"RG-5","2024-10-17T18:34:00.765Z","5","1","36","1","2","4","自己投資志向層"
"RG-5","2025-01-03T00:32:06.218Z","2","3","37","5","1","A5","ウェルネス志向層"
"RG-5","2024-10-17T16:19:33.249Z","6","2","37","2","3","A5","ウェルネス志向層"
"RG-5","2025-07-19T08:59:17.139Z","2","5","34","2","3","3","コスパ重視層"
"RG-5","2025-12-02T22:48:53.138Z","7","1","37","1","1","2","ファミリーサポート層"
"RG-5","2024-05-27T04:47:37.467Z","10","2","28","2","2","2","ファミリーサポート層"
"RG-5","2025-05-30T07:53:10.842Z","3","1","29","2","2","2","ファミリーサポート層"
"RG-5","2024-01-06T17:06:03.805Z","9","3","31","4","1","A5","ウェルネス志向層"
"RG-5","2024-06-06T13:40:09.175Z","1","4","32","4","1","1","ライフスタイル充実層"
"RG-5","2024-05-22T21:28:41.969Z","3","5","35","4","2","4","自己投資志向層"
"RG-5","2025-11-04T03:33:57.708Z","8","3","31","2","3","4","自己投資志向層"
"RG-5","2024-05-02T22:54:40.753Z","2","5","33","4","1","2","ファミリーサポート層"
"RG-5","2025-08-10T16:28:33.451Z","9","3","36","5","1","4","自己投資志向層"
"RG-5","2024-12-19T01:50:18.009Z","1","1","39","1","1","A5","ウェルネス志向層"
"RG-5","2024-12-28T19:46:31.405Z","1","4","33","4","1","4","自己投資志向層"
"RG-5","2024-05-21T10:17:34.990Z","1","3","31","5","1","1","ライフスタイル充実層"
"RG-5","2024-02-20T21:52:44.853Z","2","1","32","1","2","4","自己投資志向層"
"RG-5","2025-03-14T09:47:26.993Z","4","2","35","3","3","1","ライフスタイル充実層"
"RG-5","2025-06-16T12:03:31.246Z","1","5","39","2","3","3","コスパ重視層"
"RG-5","2024-12-19T06:53:40.479Z","7","5","38","1","2","3","コスパ重視層"
"RG-5","2025-02-20T20:50:21.627Z","9","1","36","3","2","4","自己投資志向層"
"RG-5","2024-04-20T21:58:08.015Z","7","2","38","1","3","3","コスパ重視層"
"RG-5","2024-09-11T05:24:29.920Z","1","3","37","2","3","1","ライフスタイル充実層"
"RG-5","2025-05-18T23:46:07.563Z","1","3","39","4","3","4","自己投資志向層"
"RG-5","2025-05-29T17:25:04.523Z","5","5","29","1","2","1","ライフスタイル充実層"
"RG-5","2025-09-12T12:48:16.755Z","6","4","28","5","3","A5","ウェルネス志向層"
"RG-5","2024-07-14T09:58:48.390Z","7","4","30","1","1","A5","ウェルネス志向層"
"RG-5","2025-08-30T19:32:12.268Z","5","1","28","5","3","3","コスパ重視層"
"RG-5","2025-09-16T04:58:03.203Z","1","2","39","1","3","A5","ウェルネス志向層"
"RG-5","2025-07-04T02:33:09.244Z","4","2","32","4","3","A5","ウェルネス志向層"
"RG-5","2024-05-20T13:41:52.836Z","2","2","35","2","3","4","自己投資志向層"
"RG-5","2025-12-13T05:49:18.733Z","5","1","28","1","2","A5","ウェルネス志向層"
"RG-5","2025-06-26T05:54:53.176Z","2","3","38","5","1","2","ファミリーサポート層"
"RG-5","2025-07-28T01:40:01.920Z","7","1","35","4","1","4","自己投資志向層"
"RG-5","2025-05-02T23:53:26.093Z","7","4","36","3","1","4","自己投資志向層"
"RG-5","2025-09-11T16:24:01.069Z","5","3","37","5","1","A5","ウェルネス志向層"
"RG-5","2024-03-22T00:21:44.877Z","9","4","30","1","1","3","コスパ重視層"
"RG-5","2024-01-18T16:40:58.878Z","6","4","38","3","1","3","コスパ重視層"
"RG-5","2025-08-28T19:56:53.189Z","7","1","31","1","3","A5","ウェルネス志向層"
"RG-5","2025-07-23T10:13:06.099Z","2","2","35","5","1","3","コスパ重視層"
"RG-5","2024-11-23T11:41:41.089Z","6","5","28","1","1","2","ファミリーサポート層"
"RG-5","2024-12-09T14:19:46.474Z","7","4","39","1","3","3","コスパ重視層"
"RG-5","2025-03-06T07:34:30.804Z","8","1","31","2","1","4","自己投資志向層"
"RG-5","2025-04-17T05:48:08.526Z","1","2","37","5","2","A5","ウェルネス志向層"
"RG-5","2024-06-28T16:29:02.841Z","7","5","32","3","3","A5","ウェルネス志向層"
"RG-5","2024-09-17T13:28:09.530Z","9","1","33","4","3","4","自己投資志向層"
"RG-5","2025-06-09T19:11:55.844Z","3","5","39","1","2","2","ファミリーサポート層"
"RG-5","2024-02-19T21:53:08.379Z","3","1","28","5","1","4","自己投資志向層"
"RG-5","2025-04-20T05:50:53.298Z","3","3","39","4","1","3","コスパ重視層"
"RG-5","2024-09-02T11:23:19.222Z","10","4","35","1","2","3","コスパ重視層"
"RG-5","2025-02-22T02:36:07.738Z","1","4","29","4","1","3","コスパ重視層"
"RG-5","2025-06-30T18:43:31.918Z","6","3","30","1","3","2","ファミリーサポート層"
"RG-5","2024-11-14T01:30:35.459Z","1","3","28","5","2","1","ライフスタイル充実層"
"RG-5","2024-12-11T10:33:08.854Z","7","3","35","3","1","4","自己投資志向層"
"RG-5","2025-09-10T01:02:29.250Z","4","3","35","5","3","4","自己投資志向層"
"RG-5","2025-01-13T11:42:54.688Z","6","2","36","1","1","A5","ウェルネス志向層"
"RG-5","2025-01-22T09:29:21.506Z","1","5","30","2","2","2","ファミリーサポート層"
"RG-5","2024-04-02T11:44:42.944Z","5","2","37","5","2","A5","ウェルネス志向層"
"RG-5","2025-08-31T18:25:00.751Z","7","4","39","3","2","2","ファミリーサポート層"
"RG-5","2025-07-12T11:28:16.858Z","1","2","34","5","3","A5","ウェルネス志向層"
"RG-5","2025-08-22T16:48:25.882Z","8","2","29","1","2","2","ファミリーサポート層"
"RG-5","2025-01-18T22:56:04.815Z","6","5","39","2","1","A5","ウェルネス志向層"
"RG-5","2024-01-14T10:27:04.360Z","9","4","31","1","1","A5","ウェルネス志向層"
"RG-5","2024-01-21T00:52:31.279Z","3","2","37","3","3","3","コスパ重視層"
"RG-5","2025-05-25T02:50:11.070Z","3","5","36","2","3","1","ライフスタイル充実層"
"RG-5","2024-10-27T19:46:13.162Z","3","5","39","4","3","3","コスパ重視層"
"RG-5","2024-05-16T05:27:26.197Z","1","2","36","5","2","1","ライフスタイル充実層"
"RG-5","2025-07-20T20:58:32.584Z","6","1","38","1","2","2","ファミリーサポート層"
"RG-5","2024-01-12T23:05:22.721Z","1","3","34","3","2","1","ライフスタイル充実層"
"RG-5","2025-10-28T07:14:24.977Z","7","5","28","1","1","3","コスパ重視層"
"RG-5","2025-10-06T20:36:09.775Z","6","3","37","1","2","2","ファミリーサポート層"
"RG-5","2025-06-24T15:21:04.806Z","2","1","28","3","3","2","ファミリーサポート層"
"RG-5","2025-10-22T10:58:23.570Z","6","4","33","2","1","4","自己投資志向層"
"RG-5","2025-10-27T16:02:13.772Z","9","3","39","1","3","1","ライフスタイル充実層"
"RG-5","2025-02-23T19:51:37.680Z","4","4","32","4","1","A5","ウェルネス志向層"
"RG-5","2025-02-11T16:31:31.191Z","1","4","34","4","3","1","ライフスタイル充実層"
"RG-5","2024-06-15T07:11:56.491Z","1","3","28","2","1","A5","ウェルネス志向層"
"RG-5","2025-01-20T03:14:08.123Z","5","1","35","5","2","2","ファミリーサポート層"
"RG-5","2024-11-24T21:15:41.594Z","9","5","32","5","3","2","ファミリーサポート層"
"RG-5","2025-10-05T01:44:32.010Z","7","5","29","4","1","3","コスパ重視層"
"RG-5","2024-06-06T05:15:22.366Z","9","3","39","4","2","1","ライフスタイル充実層"
"RG-5","2025-05-06T04:52:41.513Z","7","5","31","4","2","2","ファミリーサポート層"
"RG-5","2025-02-26T17:53:01.772Z","9","2","37","2","2","3","コスパ重視層"
"RG-5","2024-07-04T06:33:07.178Z","10","4","36","3","3","A5","ウェルネス志向層"
"RG-5","2025-03-28T09:37:27.592Z","10","1","38","2","2","2","ファミリーサポート層"
"RG-5","2024-01-03T07:51:02.841Z","8","1","37","3","1","2","ファミリーサポート層"
"RG-5","2025-08-11T23:54:59.275Z","9","1","36","4","2","2","ファミリーサポート層"
"RG-5","2025-09-09T08:41:10.266Z","5","1","29","2","1","2","ファミリーサポート層"
"RG-5","2025-04-27T07:39:49.268Z","5","5","32","4","2","A5","ウェルネス志向層"
"RG-5","2024-03-26T07:22:07.771Z","7","5","32","4","2","1","ライフスタイル充実層"
"RG-5","2024-02-10T04:21:59.110Z","9","4","36","5","3","2","ファミリーサポート層"
"RG-5","2025-08-19T12:37:10.146Z","10","2","33","2","3","1","ライフスタイル充実層"
"RG-5","2025-05-01T04:48:13.955Z","7","1","30","2","3","1","ライフスタイル充実層"
"RG-5","2024-09-01T04:20:07.021Z","4","2","34","3","3","2","ファミリーサポート層"
"RG-5","2024-03-19T08:28:34.074Z","9","1","31","5","1","2","ファミリーサポート層"
"RG-5","2025-10-14T20:44:57.406Z","3","4","31","1","3","4","自己投資志向層"
"RG-5","2024-05-02T06:42:33.486Z","5","1","33","2","1","3","コスパ重視層"
"RG-5","2025-08-11T12:55:56.796Z","8","1","29","2","1","3","コスパ重視層"
"RG-5","2025-05-15T17:45:16.023Z","1","4","30","5","2","4","自己投資志向層"
"RG-5","2024-12-22T12:15:21.428Z","10","5","28","4","3","2","ファミリーサポート層"
"RG-5","2025-08-01T00:51:11.183Z","1","2","39","1","2","1","ライフスタイル充実層"
"RG-5","2025-09-17T00:42:40.148Z","3","4","29","1","2","3","コスパ重視層"
"RG-5","2025-11-01T08:46:59.570Z","6","1","31","2","2","A5","ウェルネス志向層"
"RG-5","2025-02-01T00:29:28.522Z","5","4","32","4","1","2","ファミリーサポート層"
"RG-5","2025-01-05T03:03:22.264Z","1","2","39","2","3","A5","ウェルネス志向層"
"RG-5","2024-10-09T10:36:22.025Z","10","3","30","5","3","4","自己投資志向層"
"RG-5","2025-05-22T19:16:39.283Z","6","5","38","4","2","3","コスパ重視層"
"RG-5","2024-03-17T02:28:08.999Z","3","5","37","1","3","4","自己投資志向層"
"RG-5","2024-05-14T12:15:18.201Z","7","5","37","4","2","2","ファミリーサポート層"
"RG-5","2025-04-01T09:29:13.970Z","4","5","36","1","3","4","自己投資志向層"
"RG-5","2024-10-19T15:38:36.213Z","2","5","30","5","3","1","ライフスタイル充実層"
"RG-5","2024-09-25T05:58:34.325Z","3","1","36","5","3","A5","ウェルネス志向層"
"RG-5","2024-08-26T18:28:51.938Z","3","4","37","5","2","1","ライフスタイル充実層"
"RG-5","2024-01-23T18:09:53.115Z","5","4","28","5","1","2","ファミリーサポート層"
"RG-5","2025-10-23T16:58:55.521Z","6","4","34","5","2","A5","ウェルネス志向層"
"RG-5","2025-02-15T15:16:18.875Z","9","1","30","1","3","4","自己投資志向層"
"RG-5","2024-11-21T14:41:16.974Z","2","5","28","4","1","1","ライフスタイル充実層"
"RG-5","2025-12-22T16:18:11.359Z","2","2","39","1","2","A5","ウェルネス志向層"
"RG-5","2025-08-03T09:06:07.595Z","9","1","33","3","1","A5","ウェルネス志向層"
"RG-5","2024-11-26T08:30:16.988Z","3","1","38","2","1","4","自己投資志向層"
"RG-5","2024-04-03T08:12:20.837Z","2","5","29","5","3","1","ライフスタイル充実層"
"RG-5","2024-04-27T23:21:08.715Z","2","1","30","2","2","1","ライフスタイル充実層"
"RG-5","2025-04-28T14:08:41.973Z","4","4","35","4","3","2","ファミリーサポート層"
"RG-5","2024-12-17T14:06:00.031Z","10","4","29","4","3","4","自己投資志向層"
"RG-5","2024-03-29T15:07:57.925Z","5","2","38","2","1","A5","ウェルネス志向層"
"RG-5","2025-01-14T14:39:04.171Z","9","4","32","4","2","4","自己投資志向層"
"RG-5","2024-01-28T17:58:28.374Z","8","5","31","","","2","ファミリーサポート層"
"RG-5","2024-10-08T22:26:27.054Z","4","5","38","4","1","1","ライフスタイル充実層"
"RG-5","2024-05-05T04:09:37.857Z","1","1","37","2","1","A5","ウェルネス志向層"
